dataset,target_language,repo,repo_url,pr_url,base_commit,head_commit,files_changed,lines_added,lines_removed,total_lines_changed,num_comments,repo_size_kb,repo_total_files,repo_python_files,repo_total_directories,repo_max_directory_depth
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9496,4d9486da2976ac89f10c69efdc3f09765349b4bf,8064317c6454a99bf7a424a91de85d410c7b5672,25,133.0,292.0,425.0,3,47317,1187,740,165,6
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12119,9915a79b0fc0ac4365a35116a13d252cc39c569b,03c5e8c61e96ad8219ae4da85c6c46d7ce858f61,2,32.0,2.0,34.0,8,129373,621,363,44,5
swe_prbench,python,json-schema-org/JSON-Schema-Test-Suite,https://github.com/json-schema-org/JSON-Schema-Test-Suite,https://github.com/json-schema-org/JSON-Schema-Test-Suite/pull/791,980e10529f4aba741403a8466cace29a97e67a22,acaece38e8d5f2373052c77110159db5c11b63a9,6,24.0,25.0,49.0,2,1792,558,0,60,4
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25559,21b46fc15be4c7962b5e11778f0dcdd9e2dab9a2,5ba72dcf20a5857e76db3bc92514ecafe84b2517,2,14.0,7.0,21.0,3,155668,2438,1006,1057,13
swe_prbench,python,huggingface/accelerate,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate/pull/3890,db8835cc150c116f359122e6bc9dd66a9e480c37,1ce96307d128769aa7dd6de8faa3eca4472918cc,17,68.0,50.0,118.0,1,7046,356,197,56,5
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/3933,053b872a34c91902cd3279a56b86737e0fdd0193,c3255af9408947edf8282e9a570e6189d5b67c88,8,226.0,45.0,271.0,18,26307,1045,741,349,7
swe_prbench,python,treeverse/dvc,https://github.com/treeverse/dvc,https://github.com/treeverse/dvc/pull/10866,b39a888948ad770cbd77e74c50aa74b901375231,e4897b62ec01e219d098aa54038674a6b9f1c0cd,5,102.0,8.0,110.0,4,20965,591,554,74,6
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6340,8dd980a698e9541c5bfc4c7b76728e6cb832f190,8b5de6137a9f8522b155467ceb7b18277235ef75,6,177.0,532.0,709.0,6,1461583,10442,2072,1875,8
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5250,8d44b2a516b5bdf9138c6ad0e0cb4849d5344cae,8a21b9a52378af4d1a87eaec4040393137e0da69,7,330.0,16.0,346.0,6,246653,663,196,129,7
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9928,547c53e07c893e0b66c5e262ba597e3a9a0f9228,b8636576aec31973600c093bdd0d4bd175c983af,8,369.0,22.0,391.0,4,226523,9618,5698,3746,8
swe_prbench,python,vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas/pull/2376,58f20a6aeb44274a58c5353b07c14a153aea396a,a4397323f1c2056fdcbb7b92c927241e3c121ec6,4,544.0,0.0,544.0,3,47555,694,387,119,5
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6283,d93495baf1d5419df541801f2083bfd52844724c,32b16831fa130f8e16c3d512fe509d827db37bd6,8,287.0,319.0,606.0,12,1461583,10442,2072,1875,8
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20213,6964661bf4edd2f31a20e99907f438ea34308b8c,b05f3a1c0085aa8a4ee1bd26bea72d9de9c2017d,17,37.0,39.0,76.0,1,160312,1194,936,110,6
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/3171,cd231cf829a684ed01e74306d18586dcdef16b40,8cf4267d87ec849ee5df3a4ee8a2f1579e639be5,8,696.0,3.0,699.0,15,143589,994,812,173,6
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2612,89fed57af23a3495db77e49cda723d2639bac440,11bc4ea8542be2af88f0a4215461d3f420a56e48,5,797.0,0.0,797.0,25,143589,994,812,173,6
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33235,e5c31d6b6b6b646b20cce02520cc6cadc15c42e7,7513ec39a10a77858d11d7e79448f7be011d7c1e,5,385.0,37.0,422.0,9,1428244,13589,5997,3099,13
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/10003,4d569d5b795d17367d32b5e4cb6b1b9c9f5a55be,4d85ebcf8bfd2a1a3e87693dd557d784c21aaa0c,14,507.0,7.0,514.0,5,226523,9618,5698,3746,8
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25451,fea9ec961ebc6d462bba9351300de3e6291f46c0,31797ae5632d75def16cf07ac2d4b054419fea31,2,273.0,162.0,435.0,14,155668,2438,1006,1057,13
swe_prbench,python,autogluon/autogluon,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon/pull/5572,8ab07861f260b29ad78d42c1b606531b47adf63e,2f860b137bf3517d0b566f0c0f991c2e17c5a7a0,8,74.0,11.0,85.0,2,25266,1311,989,310,9
swe_prbench,python,aws/serverless-application-model,https://github.com/aws/serverless-application-model,https://github.com/aws/serverless-application-model/pull/3863,f20277650171b431d7a34b311e8736ddf030ae69,311dd700afa1c89cd113804b31fe272d875d2dd8,7,502.0,0.0,502.0,18,246005,3681,400,112,4
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25595,a99a81c964c04bbc8a6d61fcc99ddd01548093c9,fa4836560d0a305e6be44ffd20bbeb2e7e72325d,4,54.0,38.0,92.0,2,155668,2438,1006,1057,13
swe_prbench,python,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server/pull/8458,ebf8bffc50165b3e262fccb1ce631be93bfef74b,5be6ce4622efa4955a2c79454b77bdfcf2e9b406,7,671.0,7.0,678.0,19,39393,1665,388,900,7
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20019,e124fe05956b2a51e80909659e7cfec1fe0d2357,5c15e29d57b7b0d03656fb151bd2a12664a9805d,20,233.0,114.0,347.0,22,160312,1194,936,110,6
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9621,0362252fe60b82efc7f6d38715a131a8bfa7b00a,3f774845bd4f607fc9af226cb8afe20ab8edf0e4,3,192.0,61.0,253.0,2,47317,1187,740,165,6
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4494,373bae43dc97916808e712ba9fbd8574dbfa38c2,1cfd7bd6755f349782c6d811de37eb929cdf4582,53,413.0,298.0,711.0,3,26307,1045,741,349,7
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2872,7967bc53c30274a117526249cd469979873fc1e2,1b9e96c0168facfef2f704af0d329553135eda49,4,65.0,77.0,142.0,3,143589,994,812,173,6
swe_prbench,python,vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas/pull/2354,8b190e16b49b2e3f4d31af70426536fb59beec6f,bfdbaa30d8276ed0310a5793ca431e5bc136d0ea,2,206.0,6.0,212.0,2,47555,694,387,119,5
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20458,11a333717c9019c47f01f1d9e303b76d49578b66,e5480b925c6a798b87c4eaae895f23c28def0871,5,141.0,107.0,248.0,13,160312,1194,936,110,6
swe_prbench,python,simonw/datasette,https://github.com/simonw/datasette,https://github.com/simonw/datasette/pull/2551,b3721eaf507c6d8919b6e72779c1263f297d8c88,9989c814dd9b933396676bd1887c411b854349ff,6,177.0,168.0,345.0,7,8287,275,124,25,4
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33231,5820956e56a45a4adae83fef2468a7b5482bca6b,edf81e0395002bb350cc4fdffca34ac1acfa0228,13,646.0,110.0,756.0,23,1428244,13589,5997,3099,13
swe_prbench,python,xorbitsai/inference,https://github.com/xorbitsai/inference,https://github.com/xorbitsai/inference/pull/4197,117ba29e07a77a7534496f18b9ced1d567c0673f,613487d7c73501c5882ea6972207ba4f86782dc4,13,303.0,36.0,339.0,2,72930,1683,924,305,10
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5173,5d8024d6352e4d0009fc4817a005d0ba9e7e1a2f,82fe31307860e2771d0fa229e8dc327ca755136e,14,74.0,15.0,89.0,6,246653,663,196,129,7
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4145,068147d904cd76f0c094f5f7d98156370f3a66b9,799f872963f49583084ab2efee00f170325ed0e4,4,76.0,17.0,93.0,10,26307,1045,741,349,7
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/3524,4a09684f97e770529a059f38e50b910d572564b9,8d894aaf09481366c41f5a24e72480fe8802216d,5,56.0,35.0,91.0,14,26307,1045,741,349,7
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6293,5d058f788952182920837aed785b77d2c72dc794,5cf99eb7ca68431e12df3a5da01e6bb5f5287c71,2,10.0,13.0,23.0,2,1461583,10442,2072,1875,8
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3939,2b2f2cf5416862d15399f422c3658c0e1d671a10,8378770048239a6cb6a9216ca480ea1e3b66f2d9,6,417.0,62.0,479.0,4,12511,387,293,51,4
swe_prbench,python,espnet/espnet,https://github.com/espnet/espnet,https://github.com/espnet/espnet/pull/6284,2e878bfb35c5d5e56493f100a9be21400f33785c,b0be59bf38b14a2b80c20e82fa2894e2a5e17f18,1,158.0,35.0,193.0,5,1461583,10442,2072,1875,8
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20351,428e26cf5bcb8e7fbb6744a2eae070e7ee2755c9,d261984476ff9bd7c4b6792538c3a85437d06557,3,181.0,34.0,215.0,26,160312,1194,936,110,6
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/3360,10983944860f8f07c5f551ac255c9bcadabebe61,2aadac7a4dfe4f39c2d71ec6d6b31aa0c2078813,17,257.0,17.0,274.0,20,143589,994,812,173,6
swe_prbench,python,falconry/falcon,https://github.com/falconry/falcon,https://github.com/falconry/falcon/pull/2541,40ecd717cfc931cb6015a9cbdc321f31265b5abf,c7aac1982cd88dcb84badf5ddc2df2f395178d50,3,37.0,5.0,42.0,23,8074,433,265,65,5
swe_prbench,python,numba/numba,https://github.com/numba/numba,https://github.com/numba/numba/pull/10237,a5c5480cddf3fb8b1cc0ff2f4fef73d4441e125a,b89dbebb974e50fb6b4d0a87741bb2fc3e51d7d5,3,50.0,0.0,50.0,4,80929,1027,752,78,5
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5352,37ec20e7db2a214d03b37ca1e83656eaabe4718e,d88ab91d7d579b2b6803bd28c6277a30b9271511,5,55.0,23.0,78.0,3,246653,663,196,129,7
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12002,a9d0e52172656a2466f8da4af0a32773cc7a0968,b172c5f778c08df69c3680ee80e51eaac7cdda38,21,65.0,86.0,151.0,8,129373,621,363,44,5
swe_prbench,python,boto/boto3,https://github.com/boto/boto3,https://github.com/boto/boto3/pull/4629,71104782ccd5e3198f04e00d55c21a43a0aba3cb,177e90022e3d3975e7e07a42b17ec3dfd9c1797a,10,308.0,31.0,339.0,14,14839,2270,103,67,5
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25281,ffd068a0983d4569209b17ef27212828dcc57058,73729ab5a9ed35a42c8a155e96666d71ee966623,2,10.0,3.0,13.0,2,155668,2438,1006,1057,13
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/23761,a64184aaddcd85d126415f2cffab21a5604faa3f,7c578391ce072a62120b0fb78c3acedb9ccdc46d,5,81.0,73.0,154.0,3,155668,2438,1006,1057,13
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9834,1a2a2ea3cc7e29573dd505333552a06b7c4c9ad8,cc7f7bc16f1ebd92c92663f070f6d968861e7ac2,7,602.0,0.0,602.0,3,226523,9618,5698,3746,8
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9518,6dc153dc0c03fd343d572fcc70a725c58edb10ab,20c62764e7fed4382579099016f2137422486325,10,24.0,22.0,46.0,8,47317,1187,740,165,6
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5257,5ed3758cc746ffea2115dd80c9131033907aaca8,d73430190f4129b1d36c0c2e94cc339a683342ee,17,72.0,65.0,137.0,3,246653,663,196,129,7
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5142,bc4aac5d5e4afadb9dd78a7a9540a0c494c17dcf,705ce431f96d03d269a54aa8a3ffa6831fe4d33d,7,640.0,6.0,646.0,23,246653,663,196,129,7
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5273,eaf192be85aeff550c73d8dae3cdd4be5e19de12,83caa064b8fc2ef8c1f35fc952fadbb3a45392ca,9,712.0,15.0,727.0,17,246653,663,196,129,7
swe_prbench,python,kedro-org/kedro,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro/pull/5269,3ab5d23ef4ea1510e1cc6024cf8d7e1e2e13eeef,3675482cd41d490c9d57a74303982f293d592ed7,11,93.0,57.0,150.0,2,246653,663,196,129,7
swe_prbench,python,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow/pull/2441,a7e34cbc95bb6055e9f10d97c1d646bca37ac5fa,dab31a7ccf2cb64b46970713ec4c70fbce49c462,2,67.0,2.0,69.0,2,47494,1002,639,176,9
swe_prbench,python,livekit/agents,https://github.com/livekit/agents,https://github.com/livekit/agents/pull/4310,b3e5ce5e4703f94970c64564a120ee88c9fca2d7,42f3696dd63e2bf283a2c01dccee2a8e98dfdaee,12,52.0,15.0,67.0,2,26307,1045,741,349,7
swe_prbench,python,cupy/cupy,https://github.com/cupy/cupy,https://github.com/cupy/cupy/pull/9561,9176f735c9b29e5b5baca6ce6ea398d9fddc4f3d,6f6c68a47ec2c21619b499c6907166461e72763d,5,278.0,2.0,280.0,2,47317,1187,740,165,6
swe_prbench,python,falconry/falcon,https://github.com/falconry/falcon,https://github.com/falconry/falcon/pull/2446,1ff571c51d77ce2703d5f99913b4729d558eb9ee,d9b14dc6def260cc4d0da3f2c97850c1159eef5b,10,541.0,10.0,551.0,23,8074,433,265,65,5
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3899,334cb3b4fdf57ef8772c3320927385f517e89cab,b2b314b1c620390207a9f2880f3f3c045c7ec1ff,4,77.0,31.0,108.0,1,12511,387,293,51,4
swe_prbench,python,spyder-ide/spyder,https://github.com/spyder-ide/spyder,https://github.com/spyder-ide/spyder/pull/25262,b1eb96f846d1564e689ffb1c02ccaa93b1005471,a5ad9564c42817a3a61357116930f5528d9d91bf,80,110.0,81.0,191.0,3,155668,2438,1006,1057,13
swe_prbench,python,pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat,https://github.com/pipecat-ai/pipecat/pull/2745,029d76033dd0aa454dd7139d930c5cadb5611f61,ad507ce23da59f93acaf821838582d53423bb4b8,18,332.0,86.0,418.0,3,143589,994,812,173,6
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3938,9ac9ee6ce13f4b292b1d2d3db81ef0f30afe29b4,33bf8ed91a32a9bf772d30800a432bbc38021f88,3,80.0,3.0,83.0,5,12511,387,293,51,4
swe_prbench,python,Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain,https://github.com/Chia-Network/chia-blockchain/pull/20239,5664516dda7e766c8a73431cb16c980e716f600a,2dbfe57081f5bb9f75dfffc09ac285d812c654b1,8,72.0,35.0,107.0,4,160312,1194,936,110,6
swe_prbench,python,numba/numba,https://github.com/numba/numba,https://github.com/numba/numba/pull/10390,2888b02baa5475ccb95a354c1523e6578ef3bd2e,24e10d0dda4aa02e5571e3706caefb8cd8ff4c32,3,54.0,1.0,55.0,1,80929,1027,752,78,5
swe_prbench,python,Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt,https://github.com/Lightning-AI/litgpt/pull/2134,062fff2f96f27416cc866eefb32352955234a332,16eb87bb11a6744b8cfd3ce09227753d09382759,3,200.0,6.0,206.0,2,5826,250,137,55,4
swe_prbench,python,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster/pull/33243,eb49cf565d5c347d9133b7352246d05871742fea,a5cd5b372457ff9e92d844af417975513a60d858,4,319.0,22.0,341.0,11,1428244,13589,5997,3099,13
swe_prbench,python,vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas,https://github.com/vibrantlabsai/ragas/pull/2401,09464cf2db35d0f65d3b71fb31997edc0e6e0169,50f42f07fd1a0497c97a4722d8162f0533b49bee,5,607.0,2.0,609.0,4,47555,694,387,119,5
swe_prbench,python,redis/redis-py,https://github.com/redis/redis-py,https://github.com/redis/redis-py/pull/3880,12c9a38154c71bd95c89161cf50eaabc3c976cf7,791de9b0056bf484519a975edadde6ba0fef5782,9,387.0,44.0,431.0,4,12511,387,293,51,4
swe_prbench,python,xorbitsai/inference,https://github.com/xorbitsai/inference,https://github.com/xorbitsai/inference/pull/4393,92d4c7b035da47456fee1b90bff3310eeed9de89,05fe9e5d809de383ded8e2311f23be0804a46f57,5,19.0,14.0,33.0,5,72930,1683,924,305,10
swe_prbench,python,prowler-cloud/prowler,https://github.com/prowler-cloud/prowler,https://github.com/prowler-cloud/prowler/pull/9774,17f5633a8df403a2e6de066406fcdef087f8a57b,7cb653e81868ecdc0d3abf1aff3c311a356c766f,9,501.0,0.0,501.0,2,226523,9618,5698,3746,8
swe_prbench,python,unit8co/darts,https://github.com/unit8co/darts,https://github.com/unit8co/darts/pull/2984,fe51221805d7b830e74edd24fd746cf0cedf116b,c22cf740b6ad7621eaa985a73f50aed5106aaf3d,3,29.0,28.0,57.0,2,277181,431,281,72,7
swe_prbench,python,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server/pull/8538,35ff880b8ff745920e1539d16fca92d1b079a600,d644d84d75438d07e0c9ff4d70c95610d084820e,7,720.0,27.0,747.0,10,39393,1665,388,900,7
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12205,6dff73f6953bbf5553308b675048c92bdb810f2e,e6bb5072ffbf3a252d75fd1e4ce85984a925914f,3,93.0,50.0,143.0,3,129373,621,363,44,5
swe_prbench,python,confident-ai/deepeval,https://github.com/confident-ai/deepeval,https://github.com/confident-ai/deepeval/pull/2113,44446e37ae405deb10995cfb3731f4e3285efa39,f804742a4b611763415cab0b7e755db1c0cc110d,12,524.0,49.0,573.0,1,113816,1435,819,257,5
swe_prbench,python,dask/dask,https://github.com/dask/dask,https://github.com/dask/dask/pull/12103,0fe7582fbfea9d62249e6158382652421e1b0b6e,3ccdaefda56495dfbbf3aa86e26752002afbc573,4,191.0,2.0,193.0,5,129373,621,363,44,5
